Option Inventory,Option Inventory
Option Inventory Report,Option Inventory Report
Please correct the data sent.,Please correct the data sent.
Something went wrong while saving the option value.,Something went wrong while saving the option value.
Out Of Stock,Out Of Stock
Hide,Hide
Disable,Disable
No,No
Yes,Yes
Edit,Edit
